complaint_id,product,issue,company,state,city,zip_code,status,date_received,date_sent_to_company,response_time_days,timely_response?,consumer_disputed?,company_response_to_consumer
101530,Bank Account,Other,Metro Loans,,New York,,In Progress,2023-04-09,2023-04-25,16,Yes,,
101531,Mortgage,Billing Disputes,United Credit,Nan,New York,80312.0,Closed,2023-06-19,2023-07-11,22,N,,
101532,Mortgage,Other,Acme Bank,,Philadelphia,,Resolved,2023-07-08,2023-07-24,16,N,,
101533,Debt Collection,Collection Harassment,United Credit,Nan,Miami,73662.0,Open,2023-07-01,2023-07-30,29,N,No,In progress
101534,Credit Card,Billing Disputes,Northstar Finance,Pa,Miami,14300.0,,2023-07-17,2023-07-20,3,No,Y,
101535,Debt  Collection,Billing Disputes,Metro Loans,Mi,Philadelphia,33904.0,,2024-01-20,2024-02-11,22,,Yes,In progress
101536,Credit Reporting,Collection Harassment,Northstar Finance,Fl,Chicago,,Closed,2023-03-07,2023-03-14,7,N,TRUE,
101537,Debt Collection,Other,,,Miami,84552.0,Closed,2023-06-16,2023-07-15,29,N,N,
101538,Nan,Incorrect Information,,Nc,Los Angeles,79922.0,Resolved,2023-03-23,2023-05-12,50,,N,
101539,Student Loan,Fees,Finserv Co,Oh,Atlanta,57937.0,Resolved,2023-06-03,2023-08-01,59,N,FALSE,
101540,Credit Card,Other,Acme Bank,Nc,Nan,13245.0,Resolved,2023-12-09,2024-01-02,24,,,
101541,Credit  Card,Identity Theft,Acme Bank,Fl,Los Angeles,36404.0,Open,2023-01-24,2023-01-22,-2,No,Yes,In progress
101542,Credit Card,Identity Theft,Finserv Co,Nc,Charlotte,80522.0,,2023-06-19,2023-06-28,9,,,In progress
101543,Credit Reporting,Other,,Oh,Atlanta,17308.0,Open,2023-01-12,2023-01-13,1,,Y,In progress
101544,Credit Reporting,Identity Theft,Nan,Il,,,In Progress,2024-04-22,2024-06-05,44,,,
101545,Bank Account,Incorrect Information,,,Columbus,73352.0,,2023-12-30,2024-02-27,59,,TRUE,Closed with explanation
101546,Bank Account,Incorrect Information,Metro Loans,Ny,Los Angeles,,,2023-05-02,2023-06-02,31,FALSE,N,
101547,Bank Account,Fees,Nan,Nan,Los Angeles,29550.0,Resolved,2023-04-10,2023-04-16,6,TRUE,No,
101548,Bank Account,Identity Theft,,Tx,Houston,32025.0,Open,2023-02-19,2023-02-15,-4,,No,Closed with explanation
101549,Credit Reporting,Collection Harassment,Acme Bank,Tx,Columbus,45423.0,Open,2024-01-12,2024-01-27,15,TRUE,Y,
101551,Credit Card,Incorrect Information,,Ca,New York,,Open,2024-03-16,2024-03-22,6,Yes,Yes,Closed with explanation
101553,Debt Collection,Billing Disputes,United Credit,,Atlanta,61065.0,,2023-06-21,2023-07-02,11,,,
101554,Debt Collection,Other,Acme Bank,Nc,Houston,,Resolved,2023-08-28,2023-10-19,52,No,Y,
101556,Credit  Card,Fees,,Ny,Los Angeles,,,2023-04-12,2023-04-24,12,Y,Y,Closed with explanation
101557,Credit Reporting,Nan,Metro Loans,Nan,Miami,95916.0,,2024-05-02,2024-06-10,39,No,TRUE,
101558,Bank Account,Other,Metro Loans,Nc,Nan,38748.0,,2023-04-03,2023-04-02,-1,Y,N,
101559,Bank Account,Collection Harassment,Finserv Co,Ga,Nan,88416.0,Open,2023-08-28,2023-08-23,-5,,TRUE,In progress
101560,Debt Collection,Collection Harassment,Acme Bank,,Miami,25753.0,In Progress,2023-09-19,2023-09-17,-2,N,Y,In progress
101561,Debt Collection,Incorrect Information,,Pa,Philadelphia,,,2023-08-23,2023-09-24,32,,,
101563,Debt Collection,Nan,Metro Loans,Nan,Los Angeles,,In Progress,2023-08-16,2023-10-02,47,Y,N,
101564,Credit Reporting,Identity Theft,Acme Bank,Ga,Detroit,,Closed,2023-05-10,2023-05-06,-4,,,
101565,Mortgage,,Nan,Nan,Miami,25862.0,,2023-03-05,2023-03-01,-4,,,Closed
101566,Credit Card,Identity Theft,Acme Bank,Mi,Nan,80549.0,In Progress,2023-01-23,2023-03-14,50,Y,FALSE,Closed
101567,Debt Collection,Other,,,Columbus,72721.0,,2023-01-05,2023-01-06,1,FALSE,TRUE,
101568,Credit Reporting,Other,,Il,New York,,In Progress,2023-08-29,2023-09-03,5,N,,Closed
101570,Debt Collection,Collection Harassment,Metro Loans,Oh,Nan,95286.0,Open,2024-04-24,2024-05-28,34,,N,In progress
101571,Bank Account,Other,Northstar Finance,Mi,Philadelphia,74316.0,Open,2023-05-03,2023-05-12,9,N,FALSE,Closed with explanation
101572,Bank Account,Fees,,,Chicago,31502.0,Open,2023-11-23,2023-12-16,23,Yes,Yes,
101573,Mortgage,Incorrect Information,Metro Loans,Fl,Columbus,92066.0,Closed,2023-12-03,2024-01-10,38,N,No,
101574,Credit Reporting,Other,Nan,Nan,Detroit,46613.0,In Progress,2023-09-05,2023-09-28,23,TRUE,Yes,
101575,Bank Account,Fees,Acme Bank,,Nan,17172.0,Open,2024-03-17,2024-04-05,19,No,N,
101576,Credit Card,Billing Disputes,Nan,,Nan,83216.0,Open,2023-02-25,2023-02-24,-1,FALSE,TRUE,In progress
101577,Debt Collection,Identity Theft,Nan,,New York,88184.0,,2023-04-28,2023-05-22,24,No,N,
101578,Credit Reporting,Collection Harassment,United Credit,,Charlotte,49859.0,,2023-05-07,2023-06-23,47,Yes,Yes,
101579,Debt Collection,Incorrect Information,,Mi,Houston,73352.0,Closed,2023-03-09,2023-04-13,35,TRUE,N,
101580,Bank Account,Collection Harassment,,Oh,Nan,86531.0,Open,2023-06-06,2023-06-09,3,,Yes,Closed with explanation
101582,Student Loan,Billing Disputes,Finserv Co,Nan,Nan,43167.0,Open,2024-01-18,2024-01-13,-5,Yes,,
101583,Credit Reporting,Identity Theft,Metro Loans,Fl,,34057.0,In Progress,2023-05-31,2023-06-30,30,N,Y,
101584,Credit Card,Incorrect Information,Acme Bank,Nc,Houston,55064.0,Closed,2024-03-14,2024-03-20,6,Yes,Yes,Closed
101585,Bank Account,Incorrect Information,Metro Loans,Mi,Columbus,65857.0,,2024-03-26,2024-05-18,53,,Yes,In progress
101586,Credit Card,Other,Metro Loans,Pa,Columbus,,,2023-02-22,2023-03-10,16,FALSE,N,In progress
101588,Bank Account,Other,Northstar Finance,Nan,Nan,46504.0,Closed,2024-05-07,2024-06-06,30,TRUE,N,
101589,Credit Card,Other,Nan,Ca,,80509.0,Closed,2023-11-03,2023-12-12,39,No,TRUE,Closed
101590,Debt Collection,Identity Theft,Northstar Finance,Nan,,48816.0,,2024-05-06,2024-05-10,4,Y,Yes,In progress
101591,Mortgage,Billing Disputes,Metro Loans,,Miami,97317.0,,2023-06-27,2023-08-19,53,N,FALSE,
101592,Credit Card,Collection Harassment,Nan,Nan,Nan,33754.0,Closed,2024-04-21,2024-04-29,8,TRUE,FALSE,Closed
101593,Student  Loan,Incorrect Information,Nan,Nan,Los Angeles,73425.0,,2023-10-22,2023-12-08,47,No,Yes,
101595,Mortgage,Billing Disputes,Finserv Co,Ny,Charlotte,94916.0,Resolved,2023-07-25,2023-07-29,4,FALSE,Yes,Closed
101597,Credit Reporting,Fees,,Ca,Nan,27707.0,In Progress,2024-04-15,2024-04-22,7,Yes,FALSE,Closed with explanation
101598,Credit Card,Other,Finserv Co,Fl,,88076.0,Resolved,2023-06-02,2023-07-05,33,TRUE,,
101599,Mortgage,Billing Disputes,Northstar Finance,Mi,Miami,91097.0,,2023-04-22,2023-06-18,57,N,TRUE,
101600,Student Loan,Incorrect Information,United Credit,Nc,Columbus,77262.0,Resolved,2023-10-04,2023-11-29,56,FALSE,N,
101601,Nan,Other,Metro Loans,Nc,Detroit,,,2023-08-01,2023-09-21,51,TRUE,,
101602,Credit Reporting,Incorrect Information,Metro Loans,Nan,,,,2023-02-18,2023-03-17,27,FALSE,No,
101603,Bank Account,Fees,Nan,Tx,New York,69990.0,Open,2024-02-13,2024-03-15,31,,No,
101604,Credit Card,Billing Disputes,Acme Bank,,Columbus,,,2024-02-27,2024-03-12,14,TRUE,N,
101605,Credit Reporting,Collection Harassment,Nan,Nc,Nan,,,2024-01-07,2024-03-01,54,FALSE,Yes,In progress
101606,Credit  Card,Identity Theft,,Pa,Nan,10629.0,,2023-11-05,2023-12-01,26,Y,Yes,
101607,,Fees,,Oh,Nan,16619.0,In Progress,2023-07-21,2023-09-04,45,,Y,
101608,Bank Account,Other,United Credit,Ga,Detroit,41003.0,Resolved,2023-09-29,2023-10-17,18,N,No,
101609,Bank Account,Fees,United Credit,Ga,Los Angeles,71353.0,In Progress,2023-09-18,2023-10-31,43,FALSE,FALSE,Closed
101610,Credit Card,Incorrect Information,Metro Loans,Il,Nan,49626.0,,2023-03-24,2023-04-02,9,,TRUE,
101611,Credit  Card,Identity Theft,Metro Loans,Fl,Los Angeles,,In Progress,2023-02-10,2023-03-24,42,Y,N,In progress
101612,Bank Account,Incorrect Information,Northstar Finance,Tx,Chicago,52281.0,Closed,2023-05-07,2023-05-04,-3,Yes,N,
101613,Mortgage,Other,Metro Loans,Il,Miami,32649.0,,2023-08-16,2023-08-17,1,No,Yes,In progress
101614,Bank Account,Identity Theft,,Fl,Houston,77385.0,Open,2023-03-22,2023-04-08,17,No,N,
101615,Debt Collection,Fees,,Ga,Los Angeles,75109.0,In Progress,2023-02-23,2023-03-21,26,Yes,Yes,
101616,Bank Account,Incorrect Information,,Nan,Atlanta,96651.0,Closed,2024-03-01,2024-04-11,41,TRUE,Y,Closed
101617,Nan,Identity Theft,Nan,Ca,Chicago,84310.0,In Progress,2023-07-07,2023-07-25,18,Y,FALSE,Closed with explanation
101618,Mortgage,Collection Harassment,Finserv Co,Il,New York,44199.0,In Progress,2023-10-20,2023-10-16,-4,Yes,,Closed with explanation
101620,Student Loan,Identity Theft,Acme Bank,,Los Angeles,41553.0,,2024-01-03,2024-01-26,23,Y,Y,Closed with explanation
101621,Debt  Collection,Fees,Acme Bank,Mi,Nan,,In Progress,2024-01-05,2024-02-04,30,Y,FALSE,
101622,Bank Account,Collection Harassment,,Fl,,64945.0,In Progress,2023-05-29,2023-07-04,36,,,
101623,Bank Account,Other,Nan,Pa,Los Angeles,85116.0,Open,2024-02-28,2024-03-10,11,FALSE,Y,
101624,Credit  Card,Fees,Northstar Finance,Nan,Charlotte,35312.0,,2023-07-05,2023-08-08,34,FALSE,,
101625,Credit Reporting,Fees,,,Miami,,,2024-02-22,2024-03-29,36,FALSE,Y,
101626,Bank Account,Collection Harassment,United Credit,Nc,Los Angeles,22721.0,In Progress,2023-07-22,2023-09-05,45,,FALSE,
101627,Student Loan,Identity Theft,Nan,Fl,Miami,57822.0,In Progress,2023-02-25,2023-03-25,28,Y,No,
101628,,Identity Theft,Northstar Finance,Mi,Houston,96537.0,In Progress,2024-01-16,2024-03-03,47,Yes,Y,
101629,Credit Reporting,Incorrect Information,Acme Bank,Mi,Miami,66433.0,,2023-01-16,2023-01-25,9,TRUE,,
101630,,Fees,Northstar Finance,Mi,Detroit,82856.0,Closed,2024-01-22,2024-03-03,41,Yes,N,
101631,Student Loan,Fees,Northstar Finance,Ny,Nan,,,2023-01-22,2023-01-19,-3,No,Yes,In progress
101632,Debt Collection,Billing Disputes,Metro Loans,Mi,Miami,96264.0,,2023-04-14,2023-04-15,1,,,
101633,Student Loan,Collection Harassment,Acme Bank,Ny,Houston,,,2023-10-29,2023-12-19,51,TRUE,No,
101634,Mortgage,Incorrect Information,Northstar Finance,Nan,Chicago,29604.0,,2024-04-15,2024-05-10,25,FALSE,Yes,In progress
101636,Credit Card,Collection Harassment,United Credit,Ga,Chicago,11602.0,Open,2023-03-02,2023-04-05,34,TRUE,Y,
101637,Credit Reporting,Other,Nan,Mi,New York,63332.0,Closed,2023-04-27,2023-06-06,40,Y,No,Closed
101638,Mortgage,Fees,Nan,Ny,Chicago,49353.0,Open,2024-03-24,2024-04-03,10,No,,Closed with explanation
101640,Credit Card,Identity Theft,,Fl,Detroit,94023.0,In Progress,2023-02-20,2023-02-17,-3,,FALSE,
101641,Credit Card,Incorrect Information,Northstar Finance,Fl,Nan,69608.0,Open,2023-07-12,2023-09-01,51,,Y,
101642,Credit Reporting,Other,Nan,Mi,Houston,22449.0,Resolved,2023-05-13,2023-05-22,9,Yes,TRUE,
101643,Student  Loan,Incorrect Information,Nan,,Los Angeles,22533.0,Open,2023-03-30,2023-05-01,32,TRUE,FALSE,Closed with explanation
101644,Mortgage,Billing Disputes,Nan,Oh,Philadelphia,20546.0,In Progress,2024-02-28,2024-03-23,24,N,,Closed
101646,Student  Loan,Fees,Northstar Finance,Ga,Los Angeles,,,2023-03-31,2023-04-21,21,No,TRUE,
101647,Credit Reporting,Fees,United Credit,Il,Nan,33777.0,,2023-11-22,2023-11-22,0,Yes,,Closed
101648,Credit  Card,Other,,Nc,Charlotte,78850.0,Resolved,2023-07-26,2023-08-01,6,No,,
101650,Mortgage,Fees,,Pa,Detroit,80732.0,Closed,2023-08-13,2023-09-30,48,Yes,N,
101651,Student Loan,Nan,Metro Loans,Nan,Houston,54644.0,Closed,2023-04-03,2023-05-04,31,Y,TRUE,Closed with explanation
101652,Debt Collection,Collection Harassment,Northstar Finance,Nan,,72583.0,,2023-05-03,2023-06-27,55,FALSE,,
101653,Credit Card,Billing Disputes,Northstar Finance,,,,,2024-03-15,2024-04-07,23,,No,Closed
101654,Mortgage,Fees,Acme Bank,Nan,,14796.0,Open,2023-12-22,2023-12-30,8,FALSE,FALSE,Closed
101655,Nan,Incorrect Information,Metro Loans,Nan,New York,,Closed,2023-03-09,2023-04-12,34,No,,
101656,Student  Loan,Collection Harassment,Nan,Nan,Columbus,75095.0,Closed,2024-03-01,2024-04-25,55,Y,N,
101657,Credit Card,Collection Harassment,Metro Loans,,,,Open,2023-10-15,2023-11-13,29,Y,,In progress
101658,Credit Reporting,Fees,United Credit,Nan,Miami,50376.0,Resolved,2024-03-13,2024-03-09,-4,No,N,Closed
101659,Bank Account,Fees,,,Atlanta,49468.0,Open,2024-01-09,2024-01-23,14,,,Closed with explanation
101661,Credit Reporting,Fees,Finserv Co,,Nan,30728.0,Resolved,2023-09-25,2023-10-23,28,N,Yes,
101662,Credit Card,Identity Theft,United Credit,Nc,New York,36561.0,,2023-09-23,2023-11-18,56,N,,In progress
101663,Credit Card,Identity Theft,Northstar Finance,Mi,Los Angeles,10523.0,In Progress,2023-12-26,2024-01-23,28,Y,FALSE,
101664,Student Loan,Collection Harassment,Metro Loans,,Detroit,55102.0,,2023-05-05,2023-04-30,-5,N,No,
101665,Credit  Card,Fees,Metro Loans,Pa,Miami,52887.0,Closed,2023-06-16,2023-08-06,51,FALSE,FALSE,Closed
101666,Credit Card,Identity Theft,Metro Loans,Ca,,39668.0,Resolved,2023-05-03,2023-06-16,44,,TRUE,
101667,Debt Collection,Other,,Nan,New York,25878.0,Open,2023-05-29,2023-07-09,41,N,,In progress
101668,Credit Reporting,Other,Acme Bank,Nc,New York,97276.0,,2023-03-22,2023-05-19,58,No,Y,Closed with explanation
101669,Student  Loan,Fees,Metro Loans,Pa,Detroit,71064.0,Resolved,2023-01-19,2023-01-26,7,,Y,
101670,Nan,Identity Theft,Metro Loans,Nan,Nan,52726.0,Closed,2024-04-15,2024-06-07,53,Y,Yes,
101671,Credit  Card,Other,Northstar Finance,Ny,Nan,,,2023-02-07,2023-02-17,10,Yes,,In progress
101672,Mortgage,,Nan,Oh,New York,43493.0,,2024-03-19,2024-05-16,58,TRUE,,
101673,Student Loan,Incorrect Information,,Fl,Columbus,,Open,2023-01-02,2023-01-09,7,,FALSE,
101674,Credit Card,Other,Metro Loans,Il,Philadelphia,,,2024-01-24,2024-02-23,30,Y,Y,
101675,Debt  Collection,,Acme Bank,,Columbus,79354.0,,2023-06-14,2023-07-30,46,Y,,
101676,Nan,Identity Theft,Acme Bank,Ga,Miami,68548.0,In Progress,2023-09-16,2023-09-16,0,Y,Y,Closed
101677,Mortgage,Billing Disputes,United Credit,Ca,Columbus,,Resolved,2023-05-22,2023-05-21,-1,,FALSE,
101678,,Incorrect Information,,Pa,Los Angeles,10219.0,,2023-09-03,2023-10-23,50,,TRUE,Closed
101679,Bank Account,Collection Harassment,United Credit,Fl,Philadelphia,67406.0,In Progress,2023-08-14,2023-08-12,-2,,,
101680,Credit Reporting,Collection Harassment,United Credit,Nan,Nan,65662.0,Resolved,2023-09-22,2023-10-26,34,No,,In progress
101681,,Identity Theft,Finserv Co,Il,,47120.0,Open,2023-07-16,2023-09-09,55,,Y,
101682,,Billing Disputes,Acme Bank,Il,Houston,,,2023-09-26,2023-10-30,34,Y,Yes,
101683,Bank Account,,Acme Bank,Il,Miami,,,2024-02-17,2024-03-14,26,,No,Closed
101684,Credit Reporting,Billing Disputes,Northstar Finance,Tx,Miami,43770.0,Closed,2023-08-06,2023-08-28,22,,FALSE,Closed
101685,Nan,Billing Disputes,Finserv Co,Nan,Miami,34482.0,In Progress,2023-06-30,2023-08-05,36,FALSE,Y,Closed with explanation
101686,Credit Card,Incorrect Information,Metro Loans,Nc,Los Angeles,73570.0,Closed,2023-03-07,2023-04-08,32,,No,
101687,Student Loan,Fees,Northstar Finance,Oh,,53376.0,In Progress,2023-06-29,2023-07-26,27,No,,In progress
101688,Bank Account,Identity Theft,United Credit,Pa,Los Angeles,60164.0,Closed,2023-03-04,2023-03-08,4,FALSE,FALSE,
101689,Credit Card,Identity Theft,Finserv Co,Mi,,68346.0,,2023-04-02,2023-05-10,38,Yes,No,
101690,Mortgage,Identity Theft,Nan,Ca,Houston,43178.0,,2024-04-21,2024-06-03,43,FALSE,FALSE,In progress
101691,Credit Reporting,Incorrect Information,,,Houston,23707.0,,2023-02-14,2023-03-27,41,Y,FALSE,
101692,Bank Account,Billing Disputes,Northstar Finance,Ga,Nan,,,2023-08-30,2023-08-29,-1,,,
101693,Mortgage,Billing Disputes,Acme Bank,Fl,New York,94567.0,,2024-02-22,2024-04-02,40,N,,
101694,Mortgage,Incorrect Information,,Ga,Charlotte,55492.0,Open,2024-04-21,2024-06-02,42,,,
101695,,Billing Disputes,Acme Bank,,Detroit,47530.0,,2023-03-15,2023-03-21,6,Y,,In progress
101696,Mortgage,Identity Theft,United Credit,Tx,Nan,38742.0,,2023-03-23,2023-05-12,50,Yes,,In progress
101697,Credit  Card,Fees,United Credit,Ga,Nan,74946.0,Open,2023-07-06,2023-08-04,29,FALSE,FALSE,
101698,Bank Account,Billing Disputes,Nan,Nc,Los Angeles,92162.0,Open,2023-10-05,2023-10-30,25,No,TRUE,Closed
101699,Credit Reporting,Fees,Nan,,Columbus,79204.0,,2024-04-24,2024-06-04,41,FALSE,,Closed with explanation
101701,Mortgage,Fees,United Credit,Nan,Columbus,52790.0,Closed,2023-03-24,2023-04-23,30,,Yes,Closed
101702,Debt Collection,Fees,United Credit,Nan,New York,,In Progress,2023-05-07,2023-05-22,15,Y,No,
101703,Credit  Card,Collection Harassment,United Credit,Nan,Chicago,87068.0,,2024-03-13,2024-05-07,55,N,N,
101704,Bank Account,Billing Disputes,Acme Bank,Pa,Houston,45115.0,In Progress,2023-01-16,2023-03-15,58,FALSE,Y,Closed with explanation
101705,Mortgage,Identity Theft,,Mi,Atlanta,96784.0,In Progress,2023-07-10,2023-07-13,3,,TRUE,Closed with explanation
101706,Credit Card,Identity Theft,Metro Loans,Fl,Charlotte,84468.0,In Progress,2023-03-01,2023-04-12,42,No,Y,Closed with explanation
101707,Mortgage,Collection Harassment,Metro Loans,,Los Angeles,,Open,2023-03-20,2023-03-16,-4,FALSE,,
101708,Nan,Other,,,New York,15088.0,Open,2024-04-03,2024-04-21,18,N,,Closed
101709,Credit Reporting,Other,Northstar Finance,Il,Chicago,,In Progress,2023-01-01,2023-02-28,58,,Y,
101710,Debt  Collection,Fees,Finserv Co,Ga,Miami,36830.0,Open,2023-06-10,2023-06-16,6,FALSE,,
101711,Debt Collection,Incorrect Information,Nan,,New York,78513.0,,2024-04-02,2024-04-21,19,,Yes,Closed
101712,Nan,Incorrect Information,Northstar Finance,Ny,,,In Progress,2023-11-01,2023-11-10,9,Y,,
101713,,Billing Disputes,Nan,Mi,Nan,,Resolved,2023-02-05,2023-03-19,42,Y,FALSE,Closed with explanation
101714,Bank Account,Incorrect Information,,,Nan,12848.0,In Progress,2023-08-21,2023-09-15,25,,FALSE,
101715,Bank Account,Fees,United Credit,Nan,Charlotte,,,2024-04-30,2024-06-02,33,Yes,N,In progress
101716,Student Loan,Identity Theft,United Credit,Tx,Nan,92696.0,In Progress,2023-07-20,2023-09-14,56,TRUE,Yes,
101717,Mortgage,Collection Harassment,,Nan,Columbus,74908.0,Open,2023-09-22,2023-10-20,28,,,Closed
101718,Student Loan,Collection Harassment,Northstar Finance,,,74517.0,In Progress,2023-09-23,2023-11-04,42,,Yes,
101719,Bank Account,Identity Theft,Acme Bank,Ny,Columbus,36327.0,Closed,2023-11-27,2023-11-28,1,FALSE,N,
101720,Credit  Card,Billing Disputes,Finserv Co,Nc,New York,80107.0,Resolved,2024-02-24,2024-04-20,56,,,In progress
101722,Bank Account,Other,Metro Loans,,Columbus,57923.0,In Progress,2024-05-09,2024-06-28,50,Yes,TRUE,
101723,Student  Loan,Collection Harassment,Acme Bank,Ny,Houston,87051.0,In Progress,2023-03-13,2023-04-19,37,,TRUE,Closed
101724,Mortgage,Nan,Metro Loans,,,,Resolved,2024-02-14,2024-03-04,19,No,Y,Closed with explanation
101725,Student Loan,Fees,Northstar Finance,Ga,Atlanta,39212.0,,2024-02-13,2024-02-20,7,FALSE,,
101726,Credit Card,,,Fl,,67481.0,,2024-01-06,2024-02-25,50,Y,No,In progress
101727,Student Loan,Collection Harassment,Nan,Pa,,94881.0,,2023-07-05,2023-08-20,46,,FALSE,In progress
101728,Bank Account,Billing Disputes,United Credit,Nan,Nan,,Open,2023-08-23,2023-09-02,10,TRUE,,Closed
101729,Credit  Card,Identity Theft,Nan,,Detroit,54861.0,Resolved,2024-02-24,2024-03-28,33,,Y,
101730,Credit Card,Identity Theft,Nan,Il,Miami,63719.0,Open,2023-03-18,2023-04-22,35,,FALSE,
101731,Student Loan,Identity Theft,Nan,,Miami,97835.0,In Progress,2024-02-19,2024-03-16,26,,Y,
101732,Mortgage,Identity Theft,United Credit,Nc,Chicago,,,2024-04-05,2024-05-30,55,No,,
101733,Debt  Collection,Fees,Metro Loans,Tx,Nan,55224.0,Resolved,2023-12-07,2023-12-10,3,N,,
101734,Credit Card,Fees,Acme Bank,Nc,Nan,35287.0,,2023-06-20,2023-07-01,11,N,Y,Closed
101735,Nan,Fees,United Credit,,New York,91527.0,,2023-10-07,2023-10-08,1,Yes,No,Closed
101736,Bank Account,Identity Theft,United Credit,Ny,Nan,,,2023-01-26,2023-03-07,40,Yes,Yes,Closed with explanation
101737,,Identity Theft,Metro Loans,Ca,Nan,,,2024-04-10,2024-05-16,36,Yes,FALSE,
101738,Credit  Card,Other,Finserv Co,Ny,New York,12870.0,,2023-06-21,2023-08-19,59,,,
101739,Credit  Card,Identity Theft,Finserv Co,Ga,Atlanta,20358.0,,2023-01-29,2023-02-28,30,N,No,Closed
101740,Bank Account,Billing Disputes,Metro Loans,Ny,Nan,44791.0,Closed,2024-02-02,2024-02-06,4,,,
101741,Bank Account,Incorrect Information,Nan,,Houston,24388.0,Closed,2023-11-25,2023-12-19,24,,,In progress
101742,Student  Loan,Billing Disputes,Acme Bank,Ca,,89383.0,In Progress,2023-11-08,2023-11-08,0,Yes,N,
101743,Credit Reporting,Incorrect Information,Metro Loans,Ca,Nan,,,2023-01-28,2023-03-07,38,,No,Closed
101744,Student  Loan,Other,Nan,Fl,,26246.0,In Progress,2024-01-11,2024-02-18,38,No,FALSE,Closed with explanation
101745,Credit Card,Identity Theft,Nan,Nan,Nan,84615.0,Open,2023-11-15,2024-01-04,50,N,TRUE,
101746,Mortgage,Nan,Finserv Co,Nan,Los Angeles,22720.0,,2024-02-01,2024-02-18,17,,,
101747,Credit Reporting,Incorrect Information,Metro Loans,Fl,Philadelphia,80858.0,,2024-02-18,2024-03-04,15,Y,TRUE,In progress
101748,Bank Account,Nan,Finserv Co,Ga,Nan,,Resolved,2023-04-16,2023-04-15,-1,,Yes,In progress
101749,Credit Reporting,Fees,Finserv Co,Nan,Charlotte,,,2023-04-16,2023-05-07,21,TRUE,No,
101750,Bank Account,Fees,Nan,,New York,48537.0,,2024-04-06,2024-05-01,25,Yes,N,
101751,Credit Card,Identity Theft,Acme Bank,Tx,Los Angeles,,,2023-09-23,2023-11-06,44,,N,Closed with explanation
101752,Debt Collection,Identity Theft,United Credit,,Philadelphia,,Closed,2023-08-07,2023-09-19,43,Yes,Y,
101753,Student  Loan,Other,,Nan,Philadelphia,20900.0,Open,2023-05-24,2023-05-28,4,FALSE,,Closed
101754,Bank Account,Identity Theft,Nan,Nan,Houston,85249.0,In Progress,2023-11-16,2023-11-29,13,N,Y,
101755,Credit Card,Other,Finserv Co,Ga,Atlanta,36391.0,,2024-01-12,2024-02-09,28,No,FALSE,In progress
101756,Credit  Card,Incorrect Information,,Pa,Atlanta,51767.0,,2023-01-02,2023-01-18,16,TRUE,Y,Closed
101757,Credit Reporting,Other,Acme Bank,Nan,Chicago,,Open,2023-10-04,2023-09-30,-4,Y,,Closed
101758,Credit Reporting,Incorrect Information,Finserv Co,Nan,Chicago,97566.0,,2024-05-11,2024-06-29,49,Yes,,
101759,Student Loan,Fees,United Credit,Ga,Nan,81121.0,In Progress,2023-05-21,2023-07-02,42,TRUE,,
101760,Credit Card,Fees,,Nan,Nan,,,2023-05-21,2023-06-18,28,Yes,,Closed
101761,Bank Account,Incorrect Information,Metro Loans,Pa,Nan,75433.0,,2024-03-15,2024-03-30,15,TRUE,FALSE,
101762,Bank Account,Fees,Acme Bank,Ca,New York,22908.0,In Progress,2023-07-18,2023-07-15,-3,,TRUE,
101763,Bank Account,Fees,Acme Bank,Nan,,32144.0,Open,2023-08-18,2023-09-11,24,,Yes,
101765,Debt Collection,Identity Theft,Nan,Ga,Nan,13360.0,In Progress,2024-02-03,2024-03-21,47,,,
101766,Mortgage,Nan,Metro Loans,Nc,Miami,54006.0,,2023-03-06,2023-05-01,56,,,In progress
101767,Mortgage,Fees,Metro Loans,Tx,Columbus,54471.0,,2023-08-06,2023-08-17,11,Yes,TRUE,Closed with explanation
101768,Student Loan,Billing Disputes,Northstar Finance,Ga,,12674.0,,2023-03-18,2023-04-24,37,TRUE,,In progress
101769,Credit Card,Other,Metro Loans,Ny,,69539.0,Resolved,2024-01-29,2024-02-05,7,No,N,
101770,Credit Card,Billing Disputes,Acme Bank,Nan,Miami,10799.0,Open,2023-11-13,2023-11-15,2,Yes,Yes,Closed
101771,Debt Collection,Fees,Northstar Finance,Nan,New York,81356.0,Resolved,2023-09-06,2023-09-23,17,N,,In progress
101772,Student Loan,Incorrect Information,Metro Loans,Oh,Los Angeles,73490.0,In Progress,2023-07-16,2023-09-06,52,N,TRUE,Closed with explanation
101774,Bank Account,Collection Harassment,Nan,,Charlotte,20646.0,Closed,2024-04-05,2024-05-01,26,Yes,No,Closed
101775,Bank Account,Collection Harassment,Finserv Co,Ca,Chicago,88332.0,,2023-11-20,2023-12-03,13,N,N,
101776,Credit Card,Fees,,Ny,Nan,59302.0,Resolved,2023-06-09,2023-06-13,4,No,FALSE,
101777,Mortgage,Other,United Credit,Fl,Columbus,87699.0,In Progress,2023-07-26,2023-08-07,12,Yes,No,
101778,Credit Card,Collection Harassment,,Ny,Nan,72639.0,Open,2023-12-30,2024-01-03,4,N,,Closed
101779,Student Loan,Collection Harassment,Acme Bank,Nc,,69074.0,Open,2023-12-26,2024-01-02,7,Yes,TRUE,
101780,Student Loan,Incorrect Information,Finserv Co,Ga,Detroit,12901.0,In Progress,2023-08-19,2023-09-27,39,,No,
